path	file_kind	size_bytes	sha256	git_tracked	primary_block	secondary_blocks	preliminary_lifecycle	classification_confidence	generated_output_candidate
app/forprint_library/contracts/models.py	source_or_other	2295	e0c46c169100c7216028668291abb5db8862021a81e9629a8a66a5a021cf518a	True	03_contracts_cross_module_consumption		current_candidate	high	False
app/forprint_library/dictionaries/__init__.py	source_or_other	625	7f569dd948289aa54125ed16a669a409c1b8946a642f6ec471aa4ddbecb9f968	True	02_dictionaries_resolution_profiles		current_candidate	medium	False
app/forprint_library/dictionaries/loader.py	source_or_other	1441	b7ae36524531b2a3a12fd5ca7797655654a0265d409b3855d437fe4c853fe970	True	02_dictionaries_resolution_profiles		current_candidate	medium	False
app/forprint_library/dictionaries/models.py	source_or_other	2330	e2cca60a2b9188438bbf518ceb677071124629b306c7703742c76fb60392ee59	True	02_dictionaries_resolution_profiles		current_candidate	medium	False
app/forprint_library/dictionaries/resolver.py	source_or_other	3717	189e7c59f1317fa52cece0c9e82bc629781507160c655024d77270cac534d386	True	02_dictionaries_resolution_profiles		current_candidate	medium	False
app/forprint_library/dictionaries/validation.py	source_or_other	6380	484a9539f2970a4c97c08ff9e8dcf1ffe8b13df701898991325da806f4cd9a70	True	02_dictionaries_resolution_profiles		current_candidate	medium	False
app/forprint_library/semantic/__init__.py	source_or_other	146	6e5931da8e86c5ab2005f59adbf92ceb08ab443b22a4bc0b9faca2e59cb6ce9e	True	02_dictionaries_resolution_profiles		current_candidate	medium	False
app/forprint_library/semantic/aliases.py	source_or_other	139	1011b9cec07be2a87eab3975a88d1620f0e643e1c3776933c8bd3f9dcf51b4ec	True	02_dictionaries_resolution_profiles		current_candidate	medium	False
app/forprint_library/semantic/resolver.py	source_or_other	370	ca3c504ec1773b0f160ea2fb77c6c10f18fd81bf8c86fec26cb28d3fdc121e76	True	02_dictionaries_resolution_profiles		current_candidate	medium	False
catalog/configurable_products/business_card.yaml	data_definition	4635	461ec437136b09218c3c9e1dfce9ca7a8bb4582600736a5fabae128d5e0de912	True	01_domain_semantics_catalog		current_candidate	high	False
catalog/finishing_options.yaml	data_definition	2160	85b6dd494d15f87bd7271204eddcb15d21211c0c0cdc83723f19749985f13736	True	01_domain_semantics_catalog		current_candidate	high	False
catalog/materials.yaml	data_definition	2381	8d113c1b375965bfbb2efef3de9c4dce45b867d31cb1d8cf33d56feb903215ad	True	01_domain_semantics_catalog		current_candidate	high	False
catalog/operations.yaml	data_definition	2508	8fdeccc5de0742ce02d5191eab27f4b855628b8c5a50a5794c5e8c213d843cd5	True	01_domain_semantics_catalog		current_candidate	high	False
catalog/print_modes.yaml	data_definition	1586	4a0e5466a206a117ab0d094eb8fbb719302a6955410d4536066d25fc271f757e	True	01_domain_semantics_catalog		current_candidate	high	False
catalog/product_families.yaml	data_definition	2152	525b3c1ab5b7446dce72484078970b27e737ad533cb1a9c55eb681a78bd6a85e	True	01_domain_semantics_catalog		current_candidate	high	False
catalog/seeds/catalog_seed_v0_1.yaml	data_definition	9924	25654e306bacaee4c5350b83f9343a000075c1a242e8f02b7984ed6c3c019da7	True	01_domain_semantics_catalog		current_candidate	high	False
coordination/README.md	coordination	1085	097a851d8d4091089136af47c1fc85a81c8b70fafa9790e6313dd4e998c66023	True	06_coordination_governance_intake		current_candidate	high	False
coordination/blueprint_awareness/document_review_ledger.yaml	coordination	4574	85b0c4f1a4302dfbb2df357e2d20b89d57ebca810fb631866863a2eefe3354fc	True	06_coordination_governance_intake		legacy_candidate	high	False
coordination/blueprint_awareness/library_coordination_foundation_alignment_v0_1.yaml	coordination	3388	f981230f738761e891b95152a420c7606b89377ce1a8afbc402d00bbd54f359a	True	06_coordination_governance_intake		current_candidate	high	False
coordination/blueprint_source.yaml	coordination	462	2dbab28b08c760d9d43c7260c4b2a887c4213dc3966cd343d2d1689edd910617	True	06_coordination_governance_intake		current_candidate	high	False
coordination/completion_packets/records/2026-07-29__forprint_library__calculator_input_contract_v0_1_completion.yaml	coordination_evidence	4338	c174d31ad47d8385ee221c009d17351f7e5162f0a0cf42b529c7ba02c530d86a	True	06_coordination_governance_intake		evidence	high	False
coordination/prompts/active/2026-06-23__library__make_first_semantic_reference_readiness_v0_1.md	coordination	6228	623f96540b9a7b909bb30002cdaf7a53cef8dfb8358ad82fcdb1ed783e93582d	True	06_coordination_governance_intake		current_candidate	high	False
coordination/prompts/active/2026-06-29__library__reference_contract_foundation_v0_2.md	coordination	6410	5e12b9d5e937c942f5d448e0773335cb385c9d91ef48ac31c964f596f161cc44	True	06_coordination_governance_intake		current_candidate	high	False
coordination/prompts/active/current_blueprint_prompt.md	coordination	7214	4a1e689270407aea87418b450cab99ad366868dcd042e61c38c12cd5978352ab	True	06_coordination_governance_intake		current_candidate	high	False
coordination/prompts/index.yaml	coordination	91	c4e1d697446581ed7018e7f6e2ea27674526c9c04f3bbfb1b06c95f2debc6d15	True	06_coordination_governance_intake		current_candidate	high	False
coordination/prompts/received/.gitkeep	coordination	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	True	06_coordination_governance_intake		current_candidate	high	False
coordination/reports/commits/.gitkeep	coordination_evidence	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/commits/2026-07-07__forprint_library__commit-report__coordination-foundation-alignment-v0-1.md	coordination_evidence	4557	3cf2023a97d077910bc979d32442c9177ac22893f9ec6b839f644b22cc569539	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/completion/.gitkeep	coordination_evidence	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/completion/2026-06-06__forprint_library__report__catalog-seed-v0-1-and-coordination-bootstrap.md	coordination_evidence	7800	6ed2e7d5f4987eeefbe6cd0bbab197aad54453202e8b511d534b27720911291c	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/completion/2026-06-09__forprint_library__report__shared-operational-dictionary-v0-1.md	coordination_evidence	7053	023e26c7015ee458b56ed2f50d36a0ac9d22ded64321be96c95618b50e623809	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/completion/2026-06-25__forprint_library__report__make-first-semantic-reference-readiness-v0-1.md	coordination_evidence	4498	ed7796a21325fc10e1468395f9c228a0c017b59a3f09837c5f40a4cd50ffcd9b	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/completion/2026-06-29__forprint_library__report__reference-contract-foundation-v0-2.md	coordination_evidence	3581	5be21bcfbc5320badce7bd15489e2ada24d4033e75fcbe87abd5f35c5a720576	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/completion/2026-07-03__forprint_library__report__coordination-foundation-alignment-v0-1.md	coordination_evidence	2738	64a42d4b209deafa8f7ce5130cd38b7a071e5553419d9325183b88b524daac31	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/completion/2026-07-08__forprint_library__report__reference-consumption-pilot-v0-3.md	coordination_evidence	4274	1baee0bc5830ef808d1db04918a184c4b1d93a79cf25474b71c8c94bd217bde2	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/completion/2026-07-11__forprint_library__report__business-card-skeleton-v0-1.md	coordination_evidence	5021	8ce090e65bee5106a99de46a0ffef5cf78b65dd6037faf098452dac6f8376958	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/completion/forprint_library_calculator_input_contract_v0_1_completion.md	coordination_evidence	7485	8b2ef36caf5227fbc6f3c76d4f4e285ca864ed2bcd2c5e7ffc1cf10590d68cf4	True	06_coordination_governance_intake		evidence	high	True
coordination/reports/index.yaml	coordination_evidence	7151	599f84cf2459181a8da8deeb8d159c817a76bb524b5793172a9e315fc976d393	True	06_coordination_governance_intake		evidence	high	True
coordination/standards/blueprint_standards_available_snapshot.txt	coordination	4992	7ef37f3a7ced6efd379176078a0dc0533ecfcaa79828d5c301f22977c348891f	True	06_coordination_governance_intake		current_candidate	high	False
coordination/status/current_status.md	coordination	2722	f5e4ae8e88aa5983f02cbba017bba96d941258022253881fd57f98bda5d422b7	True	06_coordination_governance_intake		legacy_candidate	high	False
coordination/status/current_status.yaml	coordination	11034	261bd7797a1d1f39b0349bf65a7d889f59c59083e1fcd5d0b63379ba59821695	True	06_coordination_governance_intake		legacy_candidate	high	False
coordination/status/next_questions_for_blueprint.md	coordination	782	b0cf6706707fdd910d1a9631b5b2bec6084130e6776cbbd14d99affe747f048b	True	06_coordination_governance_intake		current_candidate	high	False
dictionaries/alert_event_status.yaml	data_definition	2626	a23bb774b111f59466aae469e088dc7d63cb57748f09a5467bb6c08510f6f11c	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/alert_rule_type.yaml	data_definition	3145	14d8dd7a8c4213f3f362f74dc68f00398f6de43acf12754b111ca7ea52358793	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/alert_severity.yaml	data_definition	2167	c8ba973ece4ba1d75f6844807094552a410cb17923baff3e72030c9611f58f8f	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/contractor_reference_status.yaml	data_definition	3060	825161ec4fa623013d6ff096e5a1ed8eb98262cd8297bbc0b013af19fcd2d5a0	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/deadline_type.yaml	data_definition	2565	7d395319aef94d965d85a2206d40a1ca7566088862e634562500f0d35058d288	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/entity_type.yaml	data_definition	8801	2337bdaee655906f5aae179c63d3051c278a3808d8a75b4e840a0449b11d9165	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/material_requirement_status.yaml	data_definition	3710	68c49b1fd2ea2977fd5fec9d14d29ab8daf4552c0f5269928d623e76d2f39115	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/notification_status.yaml	data_definition	2559	6136157eb6d835ef4431a0e93dd1f24d6487bd8cba766485797d21e5699297fc	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/order_line_status.yaml	data_definition	3525	97c12139af6050761ae34773888e48e997c4af033c0786342393edd5544b9e03	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/order_status.yaml	data_definition	4144	8dd44cd6067cf0aa612b38664edb3f491bd2a41ede53be2ace7fecc5f02e00a7	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/payment_status.yaml	data_definition	3518	daf7c804d1362d54c83a464cd949615e5f640848147cdfbf8200c135e576df3c	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/product_service_reference_status.yaml	data_definition	3040	f3206fe457cfad223b804ccbb3ed6822e38c8d57acf33e039902b84015a3f1e3	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/production_status.yaml	data_definition	3473	68dc2e2dd1e2e54be8f49514c95258f6d6012f166d6d0683ba9cc7fc20dded27	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/reference_resolution_status.yaml	data_definition	2911	3dc876532ae562dc9d7cf00f065f84655a6d2d66d955470bee4d5efc56d45e64	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/shared_operational_dictionary_v0_1.yaml	data_definition	63700	3610bb44537903fa66fdd7be02deacabcd6b073e69d2a44c80a8a8c075056d26	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/source_system.yaml	data_definition	6495	1773c8268f22815e8647b4d682bd1e21ba335fd826700481636d55ceecc4f039	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/unit.yaml	data_definition	4242	e221517b3fcfee9276bb1f87c2113fe713024db612bffeab2f09e70800e3f8fb	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/workflow_stage_status.yaml	data_definition	4415	011f995de7b642c1c98dbfa8b1ff32d35b5cea5cf4a80ff26d52adbcf810e3df	True	02_dictionaries_resolution_profiles		current_candidate	high	False
dictionaries/workflow_status.yaml	data_definition	3061	edb3c09b793a0b4bf59ccf9785cdef98ef5dd1db1df1661089dc799404e5ed8e	True	02_dictionaries_resolution_profiles		current_candidate	high	False
docs/architecture/README.md	document	715	00f426b9e45d999fee3a1564e123ea3251b76d9d7bc9accc54f397cee2ceb706	True	07_documentation_architecture		legacy_candidate	high	False
docs/architecture/alias_policy.md	document	1219	af0ef87976844483623d1af974129dd3e9e6db5ba1bded4ab768e649e69ece0b	True	07_documentation_architecture		current_candidate	high	False
docs/architecture/business_card_skeleton.md	document	1486	3d2c38db4f5795d703afc790a7425b98365cd719c447a7392bab185582d9c6d8	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/canonical_id_policy.md	document	1456	4e4f3807ca1ae08aed9554ebdb89418990e75255955ec8fa2d14b1d678ceac80	True	07_documentation_architecture		current_candidate	high	False
docs/architecture/catalog_seed_policy.md	document	1270	1331b4a43fe9cfd50ccb80f9594e7701cae60c72e589f4de2b8c1e475f8ad769	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/configurable_product_workbench.md	document	1632	1cc0a64d484c5e878902d2063e702a27c6436bf23dce76f1d48794a89ca93f57	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/coordination_foundation_alignment.md	document	4743	04a5aba144ff1b64c57b6e197781b56e0cc905fa8d9cbf0497be20755dea0d0b	True	07_documentation_architecture	09_sop_media_reference_knowledge,03_contracts_cross_module_consumption	legacy_candidate	high	False
docs/architecture/dependent_module_usage.md	document	2223	138c27ff8e93952850b60e2f5fc509fd45720f07218500a960014367797fb592	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/dictionary_consumption_policy.md	document	1103	790a352c98ab614865bd24fa27966fc720090cac814a3e410f00cdd6d811730c	True	07_documentation_architecture	03_contracts_cross_module_consumption	legacy_candidate	high	False
docs/architecture/dictionary_versioning_policy.md	document	771	6219b3484fca51b031dec00a3472ce07f71850cf189d4cc97a2cc20857e30b55	True	07_documentation_architecture		legacy_candidate	high	False
docs/architecture/downstream_reference_contract_notes.md	document	1943	5e5743a220f8f73b8e2c297709385e3731201749b5de028d80c3a98f6a103884	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/entity_type_dictionary_policy.md	document	676	1c357e6762b87e198adb8ad6de7c06b5a52a26a4d29837d98a7752f2c72d610c	True	07_documentation_architecture		current_candidate	high	False
docs/architecture/library_boundaries.md	document	1481	d8d40ec4624584b375514bceedc5d9a2ac0b514c3319429a60908d19be35dd2d	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/library_calculator_input_contract.md	document	2892	bb89a0f089a3253ddb1fa912b4aa0fd08d8ce748314bf46e5cb7839ce7431a59	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/reference_consumption_pilot.md	document	4290	db89be548a69a25f9afd7415f8a6c7a796d3c7023ec98f97570e866c8647c181	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/reference_contract_foundation.md	document	5775	2ff2544795deebf35d5b5247c1196fbbc6419818fc45e9b01cf64dc9ce77f190	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/semantic_reference_readiness.md	document	2091	7a90b6878b87963788e3d56329313c9f8d1c7eb909a82e8f01e420bbe3958c7b	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/shared_operational_dictionary_policy.md	document	1190	ebec7c0a6034fa87dea85931c77826d21f7bcb235529f8a7563552dc4ba8dd01	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/source_system_dictionary_policy.md	document	668	9bf7bbfa57aa596a121bf55cba7f8cea853ace3fbc7b2ea01130d108a431b69f	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/architecture/status_dictionary_policy.md	document	1037	0d82c7d987eb19b8cf696e2a850d30b45cae3792cd12bda765fda544dbb43c38	True	07_documentation_architecture	03_contracts_cross_module_consumption	legacy_candidate	high	False
docs/architecture/unit_dictionary_policy.md	document	603	61dfc881e45d7bcd343c95ccb308f2381e6a1cb9def1b39e54538c5dd546b9a8	True	07_documentation_architecture		current_candidate	high	False
docs/decisions/ADR-0001-forprint-library-boundary.md	document	561	17a2d6e85189b3e2c417744ed54b21110d71c4108a4465f08ed2f5fbd9ab38d1	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/decisions/ADR-0002-historical-compatibility.md	document	539	2db94f249420c4855554de1a9275886ec8637818f1c471ee9638048fe5140354	True	07_documentation_architecture		legacy_candidate	high	False
docs/operations/business_card_skeleton_recovery.md	document	3382	d4bdf1f72c67d3e8a2e9853dc95e0f1c121f9de897b118a46b0fb599de57fd53	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/operations/business_card_skeleton_runbook.md	document	3919	c05da4141aac7d9caf6c40361f6fb631f742a329c9efd589bede122b50127e41	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/operations/library_calculator_input_contract_recovery.md	document	1827	82e4112b6195fdf622dd42f8d62553e2255023ebc4402368e4d600d6ee551c9f	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
docs/operations/library_calculator_input_contract_runbook.md	document	1896	95973032ebe86ff69faab529404a4c0bcd807720d249412a8dff88c831d183ab	True	07_documentation_architecture	03_contracts_cross_module_consumption	current_candidate	high	False
examples/calculator_input_contract/business_card_with_artwork_source.yaml	example	1651	0cd3b15949f4020ed31e2680abd430f01ce3a9905776188b9136074f5ac5cb36	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/calculator_input_contract/business_card_with_finishing.yaml	example	1914	ef1506d91eb039b959f3f9942da1fe95fd549b9dd1cf667ee682242855a1b923	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/calculator_input_contract/invalid_missing_material.yaml	example	567	230e96f0b82ba81f3a8afe79d5b5f9c55460527aae1ded5f07897e37fdbfffaa	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/calculator_input_contract/invalid_print_mode_reference.yaml	example	705	2d9dd38ecab4f1281b917f787d5215b93303bcbe6a8db570270e1a3cfee3d6fb	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/calculator_input_contract/invalid_quantity.yaml	example	595	4dcfd185cb7591e9d175e3e4955fe77055006fc6955c03f956b3a737d30a90d3	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/calculator_input_contract/minimal_valid_business_card.yaml	example	1543	2a72eb680edcbe9284f5106ee64ab7cf6da6266599083edd64d42b22dcd86d3b	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/catalog_seed_v0_1.example.yaml	example	1954	3b28e14cf85af6a9ba1815e0041fd7de917d6d26fbfd9105bb9fa9dd8bc66746	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/dictionaries/demo_dictionary_resolution_cases.yaml	example	1398	eb123d7d3aee62ced2b3393ac717b996db559dafe282edf992f089c2e12a3b6a	True	04_exports_previews_examples	03_contracts_cross_module_consumption	current_candidate	high	False
examples/dictionaries/demo_shared_operational_dictionary.yaml	example	1611	8cf4d23c3c197a80b96328049bcb184c5d1315f5468a565a2e4153cefe40c638	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/product_cards/business_card_product_card.yaml	example	1478	c443641fe95e0393111f7ac36950e9c90677ebec393d25e36955d8cc19016b11	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/reference_consumption/library_reference_consumption_examples.yaml	example	6319	f35d68cb5389737d48c893ca2d8c76f6e8e631c7edbff791fe0109730b606089	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/reference_contract/library_reference_examples.yaml	example	7487	5b8d17be4e4869d646f48848f6b94f15cb033f8150df24efec6ca74e9cf5d8d2	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
examples/semantic_reference_preview.yaml	example	4187	dbd51fa3eda8fb28c8e3f4b81b5441968443c339e6f631c1480534549d9edb14	True	04_exports_previews_examples	03_contracts_cross_module_consumption,01_domain_semantics_catalog	current_candidate	high	False
forprint_module_manifest.yaml	project_metadata	1757	c7229a92ad0bdf1ff5c0380f6ea0d920da9334c2fb83f84ae250dfe1a6efbe60	True	06_coordination_governance_intake		current_candidate	high	False
pyproject.toml	project_metadata	857	b495cd39f3cb7f711dc15c2cb2d0c5a7e1d97c77ae6c7b81ef8a00166faff36c	True	05_validation_tests_quality		current_candidate	medium	False
reports/library_check_report.json	generated_report	21435	1565bc69bc7e81f811fef08007fd0714df997344550fad4df79f310c1ad9d34a	True	05_validation_tests_quality		generated_supporting	high	True
reports/library_check_report.md	document	18304	f1cc5a14efac42819d164ee64f09886042b7f772319e999563fab0ce44c4c8f5	True	05_validation_tests_quality		generated_supporting	high	True
schemas/calculator_input/calculator_input_envelope.schema.yaml	schema	1079	26146654e9a3317d1792c51ef1cd32d8e1b4d41de160e421b3c1a3b1074e64c8	True	03_contracts_cross_module_consumption		current_candidate	high	False
schemas/catalog_seed.schema.yaml	schema	2119	7369da57d72df233a1432ba86ba68c72a40ca1a89e0f4b6fb7e5f766a7a0acdb	True	01_domain_semantics_catalog		current_candidate	high	False
schemas/configurable_product.schema.yaml	schema	1758	ba6c6941e13f047a6d7b198b0c8164a366ad180c615b1b7e0540014229b41ddc	True	01_domain_semantics_catalog		current_candidate	high	False
schemas/dictionary_entry.schema.yaml	schema	741	ce8d1fa752b0e29b55dc053012f1ddd6c6b64219d55be02147b8985b345cee16	True	02_dictionaries_resolution_profiles		current_candidate	high	False
schemas/finishing_option.schema.yaml	schema	1761	ad22428258457bd45347fe97ce8b0a7665ed5c5798619c81558f948012a00505	True	01_domain_semantics_catalog		current_candidate	high	False
schemas/material.schema.yaml	schema	1745	f363b1a32fe60f275282427068444576a024a6dc519265e44f8a1ca74526486e	True	01_domain_semantics_catalog		current_candidate	high	False
schemas/operation.schema.yaml	schema	1747	b6b7f80b7fbfb016d6599502b1bc39aa2311b6bb701ced1f3194bbe53b9c288d	True	01_domain_semantics_catalog		current_candidate	high	False
schemas/print_mode.schema.yaml	schema	1749	a73dad6ae5d41b5b8be7275a2cd39792ce9192addfdfb65ceebf6cc153844e0f	True	01_domain_semantics_catalog		current_candidate	high	False
schemas/product_family.schema.yaml	schema	1758	6544b3cc1c7fc267a477544fa39847236e63454a1698aad659f7b687b57bbaab	True	01_domain_semantics_catalog		current_candidate	high	False
schemas/reference_consumption/library_reference_consumption.schema.yaml	schema	2206	eb6dde5077a4712f77a992245afdee46159074398ede7fe3bba4001ef71d90f8	True	03_contracts_cross_module_consumption		current_candidate	high	False
schemas/reference_contract/library_reference.schema.yaml	schema	1856	06124b7a5d378a4068a5c7d0b41cb9dcd24c249c50a313bf5b8c46906f2165a9	True	03_contracts_cross_module_consumption		current_candidate	high	False
schemas/shared_operational_dictionary.schema.yaml	schema	4238	385e35f4b33d6e41ad6452ccc23e3d7db8ca9b9afa805614b571b049d354d02b	True	02_dictionaries_resolution_profiles		current_candidate	high	False
scripts/calculator_input/validate_calculator_input_contract.py	script	4441	2443f2342b9552f871b0ebb64ae51e9f04b1e82686d16493a922334ef335c8b0	True	03_contracts_cross_module_consumption		current_candidate	medium	False
scripts/check_blueprint_instructions.py	script	2608	eab335d0f71b72e7b21f645785ff9d02660fae4de3c8b45a06e115fdac101d99	True	05_validation_tests_quality		current_candidate	high	False
scripts/coordination/export_business_card_skeleton_closure.py	script	16355	10a1f3feaeab8756b6805d7f1188d7cc5bb87eb2bfa3a39aeafc25c8409a1cd6	True	03_contracts_cross_module_consumption		legacy_candidate	medium	False
scripts/coordination/export_coordination_foundation_alignment_closure.py	script	13424	ca0d10084715f118592fbdcef6ba55ccb5f81a12db9f20311c64e8e7a137c2d6	True	01_domain_semantics_catalog		current_candidate	medium	False
scripts/coordination/export_make_first_semantic_readiness_closure.py	script	16115	85cc11c0f55f0128ad1de399596110d511f89e0d41777683da64f7782998aa64	True	03_contracts_cross_module_consumption		current_candidate	medium	False
scripts/coordination/export_reference_consumption_pilot_closure.py	script	15566	3a726ec6f7fd9470a5a3daa000b949e262d200418e4199c9f35df048c5023bc4	True	03_contracts_cross_module_consumption		legacy_candidate	medium	False
scripts/coordination/export_reference_contract_foundation_closure.py	script	14475	f58565b957b1379495a3d2bbbef0b6346132fd34a1596277862a691c02a4ef9d	True	03_contracts_cross_module_consumption		current_candidate	medium	False
scripts/coordination/validate_completion_packet.py	script	6932	4b338c9859a8486ca79ff79d0a868f27fa16cda5a42df4961cb351576bde91b2	True	03_contracts_cross_module_consumption		current_candidate	medium	False
scripts/coordination/validate_coordination_foundation_alignment.py	script	6633	87077132b2a1a3327b38a1531b870456ff8a59702259c61b08e3e3534d1314dc	True	01_domain_semantics_catalog		current_candidate	medium	False
scripts/export_catalog_schema_artifacts.py	script	6534	4375b2bf7dd82e1d386bac858c3d21f5f28526bbad3193dd883b9f54cb23c0d5	True	04_exports_previews_examples	01_domain_semantics_catalog	current_candidate	high	False
scripts/export_component_catalogs.py	script	1402	c718d6af6d580148138e42c354ee2143bf7c3b8eeb9de3b452dc109880408b65	True	04_exports_previews_examples	01_domain_semantics_catalog	current_candidate	high	False
